cpu,,,,
Intel Core i7-8700K 3.7 GHz (6 cores),,,,
Intel Core i3-7350K 4.2 GHz (2 cores),,,,
Intel Core i5-8600K 3.6 GHz (6 cores),,,,
Intel Core i7-7700K 4.2 GHz (4 cores),,,,
Intel Core i3-8350K 4.0 GHz (4 cores),,,,
Intel Core i9-7900X 3.3 GHz (10 cores),,,,
Intel Core i7-8700 3.2 GHz (6 cores),,,,
Intel Core i5-7600K 3.8 GHz (4 cores),,,,
Intel Core i7-7820X 3.6 GHz (8 cores),,,,
Intel Core i7-6700K 4.0 GHz (4 cores),,,,
Intel Xeon W-2150B 3.0 GHz (10 cores),,,,
Intel Core i7-7800X 3.5 GHz (6 cores),,,,
Intel Core i5-6600K 3.5 GHz (4 cores),,,,
Intel Xeon W-2140B 3.2 GHz (8 cores),,,,
Intel Core i5-8400 2.8 GHz (6 cores),,,,
Intel Core i7-4790K 4.0 GHz (4 cores),,,,
Intel Core i7-7700 3.6 GHz (4 cores),,,,
Intel Core i5-5675C 3.1 GHz (4 cores),,,,
Intel Core i5-7600 3.5 GHz (4 cores),,,,
Intel Core i7-5775C 3.3 GHz (4 cores),,,,
Intel Core i3-7300 4.0 GHz (2 cores),,,,
Intel Core i7-7820HK 2.9 GHz (4 cores),,,,
Intel Xeon E3-1505M v6 3.0 GHz (4 cores),,,,
Intel Core i3-6320 3.9 GHz (2 cores),,,,
Intel Core i7-8650U 1.9 GHz (4 cores),,,,
Intel Core i5-4690K 3.5 GHz (4 cores),,,,
Intel Core i7-7567U 3.5 GHz (2 cores),,,,
Intel Core i7-6850K 3.6 GHz (6 cores),,,,
Intel Core i7-6900K 3.2 GHz (8 cores),,,,
Intel Core i7-4770K 3.5 GHz (4 cores),,,,
Intel Core i7-6700 3.4 GHz (4 cores),,,,
Intel Core i7-6950X 3.0 GHz (10 cores),,,,
Intel Core i7-5960X 3.0 GHz (8 cores),,,,
Intel Core i7-5775R 3.3 GHz (4 cores),,,,
Intel Core i3-6300 3.8 GHz (2 cores),,,,
Intel Core i7-5930K 3.5 GHz (6 cores),,,,
Intel Core i5-4670K 3.4 GHz (4 cores),,,,
Intel Xeon E3-1260L v5 2.9 GHz (4 cores),,,,
Intel Xeon E3-1270 v5 3.6 GHz (4 cores),,,,
Intel Xeon E3-1545M v5 2.9 GHz (4 cores),,,,
Intel Core i7-7700T 2.9 GHz (4 cores),,,,
Intel Core i3-8100 3.6 GHz (4 cores),,,,
Intel Core i3-7100 3.9 GHz (2 cores),,,,
Intel Xeon E3-1245 v5 3.5 GHz (4 cores),,,,
Intel Core i5-7500 3.4 GHz (4 cores),,,,
